#{"t_start": 1716126464.410378, "env_id": "MountainCarContinuous-v0"}
r,l,t
-35.26885,999,3.717659
-8.342761,999,7.260825
-29.674625,999,10.770736
-34.776075,999,14.351232
-17.547877,999,17.888592
-36.689865,999,21.497078
-53.230359,999,25.110529
-57.728484,999,28.723094
-23.140009,999,32.249157
-29.918814,999,35.77009
