#{"t_start": 1716126464.4129019, "env_id": "MountainCarContinuous-v0"}
r,l,t
-6.866003,999,3.715273
-6.805486,999,7.258439
-7.687044,999,10.768362
-46.112253,999,14.34885
-25.89447,999,17.886213
-4.706028,999,21.494695
-37.695626,999,25.108151
-9.904377,999,28.720969
-74.798929,999,32.246777
-39.078957,999,35.767706
