#{"t_start": 1716126464.410984, "env_id": "MountainCarContinuous-v0"}
r,l,t
-25.31277,999,3.717085
-16.494723,999,7.260251
-32.141355,999,10.770165
-9.395792,999,14.35066
-9.818525,999,17.888021
-20.42133,999,21.496505
-41.973792,999,25.109958
-3.960707,999,28.722581
-32.794781,999,32.248586
-26.221875,999,35.769516
