#{"t_start": 1716126464.4133482, "env_id": "MountainCarContinuous-v0"}
r,l,t
-15.029047,999,3.714852
-11.675401,999,7.258018
-11.590847,999,10.767944
-31.243993,999,14.34843
-10.557931,999,17.885793
-8.533188,999,21.494276
-35.377762,999,25.107731
-33.225361,999,28.720589
-25.711865,999,32.246356
-44.985892,999,35.767285
