#{"t_start": 1716126464.413815, "env_id": "MountainCarContinuous-v0"}
r,l,t
-31.148386,999,3.714409
-32.502023,999,7.257575
-15.784005,999,10.767509
-18.591221,999,14.347988
-46.459978,999,17.885351
-65.098586,999,21.493835
-20.919225,999,25.107291
-5.506147,999,28.720204
-15.030668,999,32.245915
-35.534322,999,35.766843
