#{"t_start": 1716126464.412443, "env_id": "MountainCarContinuous-v0"}
r,l,t
-9.400876,999,3.715707
-9.553451,999,7.258873
-5.156855,999,10.768794
-5.518072,999,14.349283
-13.681053,999,17.886646
-11.142648,999,21.495129
-60.873016,999,25.108584
-25.194644,999,28.721363
-26.319549,999,32.24721
-21.988467,999,35.768139
