#{"t_start": 1716126464.411485, "env_id": "MountainCarContinuous-v0"}
r,l,t
-32.391964,999,3.716612
-11.016061,999,7.259778
-10.018228,999,10.769694
-34.184593,999,14.350187
-29.232788,999,17.887549
-21.27706,999,21.496033
-13.475428,999,25.109486
-17.766346,999,28.722153
-53.25189,999,32.248114
-10.502948,999,35.769043
