#{"t_start": 1716126464.411967, "env_id": "MountainCarContinuous-v0"}
r,l,t
-14.627431,999,3.716157
-33.213186,999,7.259323
-13.115404,999,10.769242
-4.258816,999,14.349733
-42.591544,999,17.887095
-47.873532,999,21.495579
-17.345204,999,25.109032
-35.428399,999,28.721753
-66.08921,999,32.247659
-86.915013,999,35.76859
