#{"t_start": 1716126464.409277, "env_id": "MountainCarContinuous-v0"}
r,l,t
-11.522105,999,3.718683
-20.89614,999,7.261854
-35.951476,999,10.771758
-5.867706,999,14.352255
-6.569424,999,17.889614
-66.154762,999,21.498102
-40.875464,999,25.111553
-10.685334,999,28.724043
-14.908956,999,32.250181
-7.812727,999,35.771118
