#{"t_start": 1716126668.4751842, "env_id": "MountainCarContinuous-v0"}
r,l,t
-95.323501,999,3.610302
-99.854637,999,7.100804
-73.176917,999,10.651186
-56.938522,999,14.159424
-53.279498,999,17.74622
-94.862032,999,21.322909
-97.10539,999,24.867938
-97.76713,999,28.435614
-95.621757,999,32.047715
-94.706742,999,35.635132
