#{"t_start": 1716126668.4780412, "env_id": "MountainCarContinuous-v0"}
r,l,t
-55.542702,999,3.607614
-87.184637,999,7.098114
-93.91701,999,10.648472
-98.465882,999,14.156714
50.274517,547,16.146915
-96.775761,999,19.698331
-93.428599,999,23.258764
-78.119244,999,26.819784
-87.633829,999,30.391047
-92.225126,999,34.034792
