#{"t_start": 1716126668.47991, "env_id": "MountainCarContinuous-v0"}
r,l,t
-98.874463,999,3.605848
-55.806491,999,7.096347
-99.645107,999,10.646707
-78.021024,999,14.154948
-58.556944,999,17.741723
-99.729579,999,21.318387
30.669857,811,24.20655
-97.06466,999,27.773233
-96.815491,999,31.369377
-96.998627,999,34.96538
