#{"t_start": 1716126668.476097, "env_id": "MountainCarContinuous-v0"}
r,l,t
-97.351957,999,3.609468
-23.406904,999,7.099968
-80.165465,999,10.650349
-91.90416,999,14.158589
-90.217629,999,17.745389
-96.892102,999,21.322068
-66.353046,999,24.867098
-99.38394,999,28.435485
-83.967145,999,32.046874
-70.096261,999,35.634293
