#{"t_start": 1716126668.478988, "env_id": "MountainCarContinuous-v0"}
r,l,t
-62.55002,999,3.606719
-62.389375,999,7.097219
-89.943451,999,10.647578
-89.481965,999,14.15582
-89.368537,999,17.742587
-74.103452,999,21.319257
-98.738938,999,24.864288
-97.898413,999,28.432676
-87.583926,999,32.044413
-85.982032,999,35.631481
