#{"t_start": 1716126668.4769752, "env_id": "MountainCarContinuous-v0"}
r,l,t
-98.838059,999,3.608623
-96.764873,999,7.099124
60.757152,774,9.852375
-94.240017,999,13.362086
78.75273,244,14.235007
79.108305,223,15.058788
-69.15533,999,18.609881
-75.405023,999,22.191747
-71.244687,999,25.727078
-98.933749,999,29.290978
-96.910637,999,32.931571
