#{"t_start": 1716126668.48036, "env_id": "MountainCarContinuous-v0"}
r,l,t
-66.52604,999,3.605423
-98.749061,999,7.095922
-91.319199,999,10.646282
-42.544671,999,14.154523
-94.444403,999,17.741301
-70.9212,999,21.317962
-67.490761,999,24.862975
-73.025996,999,28.431364
-99.53292,999,32.043223
-92.151851,999,35.63017
