#{"t_start": 1716126668.479444, "env_id": "MountainCarContinuous-v0"}
r,l,t
-93.738766,999,3.606289
-91.612992,999,7.096788
-55.307831,999,10.647148
-74.556013,999,14.155389
-41.017441,999,17.742161
-77.632759,999,21.318827
-94.333804,999,24.863859
-89.236693,999,28.432248
-71.29823,999,32.044054
-71.55094,999,35.631053
