#{"t_start": 1716126668.477542, "env_id": "MountainCarContinuous-v0"}
r,l,t
-85.208106,999,3.608085
-99.866414,999,7.098586
-76.224736,999,10.648943
-83.578397,999,14.157184
-97.628281,999,17.743988
-99.215909,999,21.320663
-89.056275,999,24.865693
-83.787362,999,28.434081
-58.292182,999,32.045751
-67.602479,999,35.632887
