#{"t_start": 1716123285.252384, "env_id": "MountainCarContinuous-v0"}
r,l,t
-42.651722,999,5.746314
-42.085504,999,10.126592
-91.137784,999,14.396338
-52.246884,999,18.822121
77.093395,872,22.22717
-74.56498,999,26.446152
-35.72211,999,30.878232
-64.723607,999,35.229201
-61.851494,999,39.459165
74.379236,531,41.718505
82.091229,251,42.859463
89.313669,861,99.216757
90.519223,407,1901.746151
91.05803,819,2484.111825
