#{"t_start": 1716123285.2539468, "env_id": "MountainCarContinuous-v0"}
r,l,t
-28.124605,999,5.744807
-26.526185,999,10.125067
-52.769477,999,14.394813
88.516445,679,17.476258
-40.901441,999,21.487631
-37.212874,999,25.613743
-13.873357,999,29.940778
-56.79165,999,34.31926
80.163287,941,38.382347
86.567265,534,40.635264
90.695221,251,60.431799
91.345469,401,85.960383
92.108315,514,118.68519
92.514234,396,143.724265
93.132999,323,2453.062037
91.648614,665,2494.715894
