#{"t_start": 1716123285.25074, "env_id": "MountainCarContinuous-v0"}
r,l,t
-20.394208,999,5.747896
64.303211,970,9.988399
-52.600879,999,14.284604
-16.24684,999,18.714029
-31.224425,999,22.628616
-31.542053,999,26.816318
-54.547944,999,31.348901
-20.795832,999,35.623615
86.463422,368,37.169211
59.651081,619,39.877643
91.826264,370,41.363461
83.452226,519,43.601002
92.609588,397,69.761241
91.317459,587,107.051768
92.465185,434,134.660231
91.972708,587,2469.570622
